Name,Name 2,2008 Wreck ID,Latitude,Longitude,Geo Q,Start Date,End Date,Date Q,Depth,Depth Q,Year Found,Year Found Q,Cargo 1,Type 1,Cargo 2,Type 2,Cargo 3,Type 3,Other Cargo,Gear,Estimated Capacity,Comments,Length,Width,Size estimate Q,Parker reference,Bibliography and notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Miladou, Le",,527,43.000,6.383,,-200,-50,?,,,,,nothing reported,,,,,,,pump tubing,,"Miladou dated end C2 or first half of C1 BC, detailed analysis Dumontier and Joncheray 1991; ?dating based on coin of Constantine",,,,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milazzo,,528,38.267,15.217,,350,375,ca / ?,,,,,amphoras,LR,,,,,,,,,,,,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mlin,,529,43.450,16.233,,1,200,?,,,,,amphoras,"Dr2-4, pear-shaped",,,,,,,,,,,,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mljet 1,,530,42.717,17.683,,850,1000,ca,25.0,,,,amphoras,CP and Black Sea parallels,glass,"bowls and cups, flasks and goblets",,,,,,,,,,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mljet 2,,531,42.800,17.350,ca,1,200,?,,,,,amphoras,Dr21/22,ceramic,"coarse pottery, red plates and platters",,,,,,,,,,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Moines, Les (France)",,532,41.467,8.917,,0,0,,18.0,,,,amphoras,Lam2,metal,one ingot,,,,,,,,,,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mola,,533,42.750,10.400,,-100,100,?,20.0,,,,ceramic,water pipes,,,,,,,,,,,,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molara,,534,40.850,9.733,,-200,100,?,,,,,amphoras,,,,,,,lead anchor stock,,,,,,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molat,,535,44.200,14.850,ca,-100,100,,,,,,amphoras,Lam2/Dr6,,,,,,,,,,,,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco 1,,536,43.733,7.417,,200,250,ca / ?,3.0,,,,amphoras,"pear-shaped Afr.2A: mainly produced, probably, at Salakta: M. Bonifay, Études sur la céramique romaine tardive d'Afrique, BAR international series 1301 (Oxford, 2004), 454.",ceramic,"coarseware, terra sigillata chiara HayesRS27,  later pottery",coins,Marcus Aurelius,inscribed wooden stamp,,,keel,15.0,4.0,,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Monate, Lago di",,537,44.000,8.000,,0,0,,,,,,,,,,,,,,,"dugout, 14C: 130+/-50",,,,712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monfalcone,,538,45.817,13.533,,1,100,,,silted,,,ceramic,"jug, plates",,,,,"wooden container, wicker basket",,,Roman boat,11.0,3.8,,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montecristo 2,,539,42.333,10.283,,1400,1500,,,,,,,,,,,,,,,,,,,716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montecristo 3,,540,42.333,10.283,,1,500,,75.0,,,,amphoras,,,,,,,,,,,,,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montecristo 6,,541,42.350,10.283,,50,250,ca / ?,55.0,,,,amphoras,pear-shaped,ceramic,jug,metal,bronze nails,,,,,,,,720,"M. Bound 1992, 329-336.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morovnik,,542,44.417,14.733,,300,425,ca / ?,,,,,amphoras,cylindrical Afr,,,,,,,,,,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mortorius, Is",,543,39.183,9.317,,30,55,ca / ?,,,,,amphoras,Camulodunum186 Dr7-11 Haltern70 Dr1C,,,,,,,,,,,,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Munxar,,544,35.833,14.567,,1,500,,,,,,amphoras,'Spanish-Roman',,,,,,,,,,,,723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napoli,,546,40.500,14.250,?,200,250,ca / ?,,,,,amphoras,Afr1,,,,,,,,,,,,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Naregno,,547,42.750,10.400,,200,400,,7.0,,,,amphoras,Afr,,,,,,,,,,,,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navplion 2,,548,37.567,22.800,,1200,1500,,,,,,ceramic,pithoi,,,,,,,,,,,,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Negres, Les",,549,41.967,3.233,,150,150,ca,25.0,,,,amphoras,Beltran2B Dr20,,,,,,,,,,,,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nemi 1,,550,41.717,12.717,,35,50,ca,12.0,,,,,,,,,,,pumps,,pleasure galley,,,,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nemi 2,,551,41.717,12.717,,35,50,ca,21.0,,,,,,,,,,,pumps,,pleasure galley,,,,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nemi 3,,552,41.717,12.717,,35,50,ca,,,,,,,,,,,,,,barge,5.0,,,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nemi 4,,553,41.717,12.717,,35,50,ca,0.0,,,,,,,,,,,,,boat,9.0,,,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nerezine,,554,44.650,14.400,,100,200,?,,,,,ceramic,Roman pottery,,,,,,,,,,,,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Neseber 2,,555,42.650,27.733,,500,625,ca / ?,,,,,amphoras,globular,,,,,,,,,,,,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newe Yam 2,,556,32.683,34.933,,300,1500,,,,,,amphoras,,,,,,,,,,,,,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nin 1,,557,44.250,15.183,,1050,1100,ca,,shallow,,,nothing reported,,,,,,,,,"well-preserved, 14C dating",9.0,,,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nin 2,,558,44.250,15.183,,1050,1100,ca,,shallow,,,nothing reported,,,,,,,,,"mast-step, ribs, rowlock, 14C dating",,,,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niolon,,559,43.333,5.250,,1,100,?,10.0,,,,amphoras,Dr2-4,glass,vessels,metal,brail rings,,sounding lead,,,,,,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Noce, Fiume",,560,39.917,15.750,,-50,100,ca / ?,,,,,amphoras,Dr2-4,,,,,,,,,,,,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nora,,561,38.967,9.017,ca,300,400,?,,,,,amphoras,Almagro50,,,,,,,,,,,,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nord-Camarat,,562,43.200,6.667,,1,100,?,25.0,,,,tiles,roof tiles,,,,,,,,,,,,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nueva Tabarca (Spain),,564,38.172,-0.482,ca,0,0,,3.0,,,,amphoras,Dr1 Dr2-4 Afr2B-D Almagro51A Dr20 Dr23,,,,,,,,extensive field of amphoras,,,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oberstimm 1,,566,48.750,11.517,,100,125,,,silted,,,nothing reported,,,,,,,,,"Roman river ship, dendro: 90 +/-10",,3.0,,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oberstimm 2,,567,48.750,11.517,,100,125,,,silted,,,nothing reported,,,,,,,,,"Roman river ship, dendro: 102 +/-10",,2.8,,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ognina (Catania) 2,,569,37.517,15.117,,0,0,,,,,,tiles,roof tiles,,,,,,,,,,,,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ognina 1,,570,36.967,15.267,,215,230,ca,8.0,,,,amphoras,Afr1 Dr20 Beltran2B pear-shaped Kapitän1 Kapitän2 Almagro 50,metal,bronze statuettes,glass,glass vessels,coins dating 210-215,"lead tubing, 4 bronze pulley wheels",,"mosaic floor, columns with capitals flanking doorway",,,,755,"F. Mayet 1987, 289",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olib 1,,589,44.333,14.800,ca,300,425,ca / ?,,,,,amphoras,Afr,,,,,,,,,,,,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olib 2,,590,44.333,14.800,,25,125,ca / ?,,,,,amphoras,Beltran2A,,,,,,,,,,,,761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ooze Deep,,591,51.483,1.000,,65,105,ca,,,,,ceramic,mortaria,,,,,,,,,,,,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opat,,592,43.733,15.467,,1,500,,,,,,tiles,roof tiles,,,,,,,,,,,,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oscellucia,,597,42.567,8.717,,20,50,ca,17.0,,,,amphoras,Dr20,,,,,,,,,,,,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostia,,599,41.667,12.083,ca,-50,50,ca / ?,240.0,,,,dolia,,,,,,,,,,,,,767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ostuni,,600,40.783,17.583,ca,1100,1300,?,,,,,ceramic,painted dish,,,,,,,,,,,,768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ovrat,,601,42.783,17.400,,1,100,,,,,,amphoras,,,,,,,,,,,,,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pag,,602,44.500,15.000,,200,300,?,,,,,amphoras,Afr2A,,,,,,,,,,,,771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pag Area,,603,44.000,14.000,,275,300,ca / ?,,,,,amphoras,cylindrical,,,,,,,,,,,,772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakleni,,604,43.150,16.383,,100,200,,44.0,,,,ceramic,coarse pottery,,,,,,,,"timbers, nails",,,,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palagruza 2,,605,42.383,16.250,,75,100,?,,,,,amphoras,Beltran2A Haltern70 Dr2-4,ceramic,pottery,ceramic,mortaria,,,,,,15.0,remains,775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palazzolo di Strella,,606,45.800,13.067,,1,500,,,,,,ceramic,bricks,,,,,,,,central part of large Roman boat,,,,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palese,,607,41.150,16.767,,1,500,,,,,,amphoras,,,,,,,,,,,,,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palinuro,,608,40.033,15.267,ca,1,500,,50.0,,,,amphoras,,,,,,,2 lead anchor stocks,,remains of hull,,,,779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palizi Marina,,609,38.867,8.850,ca,1,500,?,,,,,metal,sulphur lead ingots,,,,,,,,,,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palud, La",,610,43.000,6.383,ca,540,600,,5.0,,,,amphoras,"Keay62 Keay 55; 2 LR 1, 3fgmts LR 2, 1 LR 4,  1 LR 5",tiles,roof tiles as well,ceramic,coarseware,,,,"frame of hull. Parker spells it La Palu, Long and Volpe identify it as La Palud on isle of Port-Cros. Dated 550-600 according to to Kingsley 2002, 79, citing Long and Volpe 1998, 338-9. Correct ref = 1998, p 339, & they propose ca. 540-560 or ca. 550-600. >90% identified amphora parts are African; 180 identifiable sherds; few eastern amphoras. Total cargo = 150-200 amphoras, each ca 80-90 liters, i.e. total cargo of 120-80 hl;  crew ware: ARS Hayes 78, 88, 104A; fine balance. Keay 55 and 62A produced in Nabeul (Neapolis) region workshops; crew's ware came from nearby workshops at Oudha (ARS 99B) and Sidi Khalifa  (ARS 88). LRA 1, 2, 4, and 5 do not contradict this point of departure, because they are common at Nabeul: M. Bonifay 2004, 453.",,,,782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pampelonne,,611,43.217,6.700,,290,325,,63.0,,,,amphoras,"cylindrical pear-shaped Almagro50 and 51C; Dr23; Beltrán 72; main cargo= Keay 25.1 and Africana 2C. This combination + petrography show they were made in workshop of Sidi Aoun at Nabeul (Neapolis): M. Bonifay, Études sur la céramique romaine tardive d'Afrique, BAR international series 1301 (Oxford, 2004), 453.",metal,lead seals,,,,,,,6.5,3.5,remains,783,"F. Mayet 1987, 289.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panarea (Alberti),'Relitto Alberti',612,38.617,15.083,,50,100,ca / ?,48.0,,,,amphoras,67 in number Dr2-4 horn-handled,amphoras,(57) Pompeii 36 type,ceramic,Gaulish terra sigillata,,,,,25.0,18.0,remains,784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pantano Longarini,,613,36.667,15.117,,600,650,ca,,silted,,,,,,,,,,,,"stern, 14C: 500+/-120 and 622+/-48",30.0,,,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pantelleria,,615,36.733,12.000,ca,0,0,,,,,,amphoras,,,,,,,,,,,,,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panxon,,616,42.133,-8.833,,1,300,?,,,,,ceramic,small jars with a short neck and one handle,,,,,,,,,,,,789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Paolina, La",,617,42.800,10.133,,1,200,?,35.0,,,,amphoras,,,,,,,,,,,,,790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paros 1,,620,37.100,25.250,,1,100,,16.0,,,,amphoras,Coan,,,,,,,,,,,,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paris 2,,619,37.100,25.250,,-50,150,ca / ?,7.0,,,,amphoras,Dr6?,,,,,,,,,,,,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pasalimani 2,,621,40.500,27.617,,1400,1500,?,15.0,,,,ceramic,glazed ware,,,,,,,,,20.0,15.0,remains,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patresi (Italy),,622,42.781,10.100,ca,1,100,,50.0,,,,amphoras,,,,,,,,,unsure where and if there is a wreck.  Samples from C7 BC to C4 AD.  One Spanish C1 AD wreck thought to be here at 50m depth,,,,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pedagne, Le (Italy)",,623,40.656,17.993,,0,0,,,,,,amphoras,Dr1 Dr20,,,,,,,,"At the mouth of the port of Brindisi. It's likely that there is more evidence. Area was militarized until the late 90s, so no excavations possible until then.",,,,794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pefkos,,624,36.067,28.050,,400,700,,,shallow,,,amphoras,Byzantine globular,ceramic,"pitcher base, plate with internal green glaze",,,,,,,,,,795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelagos,,625,39.250,24.017,ca,1150,1150,ca,40.0,,,,ceramic,glazed sgraffito ware,stone,granite mill-stones,,,,,,"planking, frames",25.0,8.0,,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oekhesac,,568,42.800,17.667,,200,400,,,,,,amphoras,Afr2A,,,,,,,,,,,,797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelosa 1,,626,40.950,8.233,,1,500,,,,,,ceramic,Roman pottery,metal,iron bar,glass,fragments,lumps of sulfur,iron anchor?,,"hull planking, deadeyes? A Roman and a medieval wreck seem to be on top of one another on this site of Pelosa; it is difficult to assign finds to one or the other.",,,,798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pelosa 2,,627,40.950,8.233,,500,1500,,,,,,ceramic,glazed pottery,metal,iron bar,glass,glass fragments,lumps of sulfur,iron anchor?,,"hull planking, deadeyes? A Roman and a medieval wreck seem to be on top of one another on this site of Pelosa; it is difficult to assign finds to one or the other.",,,,799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Percheles,,628,36.667,-2.750,,1,100,?,12.0,,,,amphoras,Dr7-11,,,,,,,,,,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perduto,,629,41.367,9.317,,15,25,ca,25.0,,,,amphoras,Dr2-4,ceramic,pottery,metal,bronze pan of candelabrum,,leaden stocks and reinforcement collar of anchors,,lead-sheathed hull,,,,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pernat 1,,630,44.950,14.317,,1300,1500,,31.0,,,,ceramic,household pottery,,,,,,,,,,,,803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Petit Congloué, Le",,631,43.167,5.383,,40,50,ca / ?,60.0,,,,amphoras,Dr2-4 LaubenheimerG3,dolia,,,,,"iron anchor, galley brick, pump",,,23.0,,,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Petit Rhône, Le",,632,43.400,4.300,ca,1,500,?,18.0,,,,metal,lead ingots,,,,,,,,,,,,807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pian di Spille,,633,42.200,11.667,?,350,500,,,,,,amphoras,Keay25; Keay52,,,,,,,,,,,,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pianosa 1,,634,42.567,10.100,,50,100,ca,35.0,,,,amphoras,Dr2-4 Dr20 Beltran2B Pelichet47/LaubenheimerG4 Dr1A Afr2A,,,,,,,,,,,,812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pianosa 2,,635,42.567,10.100,ca,1,100,,40.0,,,,ceramic,Roman pottery,,,,,,,,,,,,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piedra Negra,,636,42.317,3.317,,75,150,ca / ?,70.0,,,,amphoras,Dr20,,,,,,,,,,,,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierres Plates,,637,43.033,6.467,ca,300,325,ca / ?,,,,,amphoras,cylindrical,,,,,,,,,,,,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piraeus 1,,638,37.933,23.633,ca,100,200,,,,,,stone,sculptures,,,,,,,,,,,,817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piraeus 2,,639,37.933,23.633,ca,0,0,,30.0,,,,amphoras,,,,,,,,,,,,,818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plane 3,,651,43.183,5.383,,900,1000,,26.0,,,,amphoras,,ceramic,"jars; clay balls, glazed plate, flagon, strainer flasks, 2 jugs",lamps,,"2 circular millstones, adze-hammer, double-axe, axe, hook, large gouge, burin, nail-lifter or drove, caulking tool, pick, rings, nails",,,partially-preserved hull; ceramic related to 10th C. Muslim production,,,,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planier 1,,652,43.183,5.217,,1,15,ca,32.0,,,,amphoras,Dr2-4; Campanian Dr2-4,ceramic,"pottery gourd, mortarium, Arretine ware",,,"2 wooden plates, 2 wooden figurines",lead anchor stock,,Stamped ceramics date site to 1-25 and probably 1-10AD; 2 wood statues,12.0,7.0,remains,824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planier 2,,653,43.183,5.217,,150,150,ca,30.0,,,,amphoras,Dr20 Beltran2B,metal,copper ingots,,,,,,pump bearing,,,,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planier 7,,654,43.183,5.217,,300,350,ca / ?,65.0,,,,amphoras,Afr2C Almagro50 Almagro51C,,,,,,,,,7.0,8.0,remains,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plavac 1,,655,43.683,15.850,,-25,25,,33.0,,,,amphoras,Dr2-4,ceramic,"terra sigillata cups and jugs with floral and figural decoration; fineware plates, coarseware, storage jar",lamps,,,"wooden pulley, sounding lead, 2 iron anchors",,"hull, lead tubing, collecting tank",30.0,8.3,,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plavac 2,,656,43.683,15.850,,1,100,,,,,,ceramic,pottery,,,,,,,,,,,,832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plemmirio 1,,657,37.000,15.350,,300,500,,,,,,metal,"bronze lamps, censers, pitchers, bowls, shipyard",,,,,,,,,,,,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plemmirio 2,,658,36.983,15.333,,200,200,ca,47.0,,,,amphoras,Afr1 Afr2A,metal,iron bars,ceramic,"coarseware cups, jugs, plates, cooking-ware","glass vessels, lamps, lead fishing weight, bronze arrowheads, scalpel handles, bronze handle of an iron cautery, stick","sounding lead, amphoras, coarseware cups, jugs, plates, cooking-ware, glass vessels, lamps, lead fishing weight, bronze arrowheads, scalpel handles, bronze handle of an iron cautery, stick",,"roof-tiles, bricks, stone blocks, pottery vaulting tube, lead sheathing and iron nail concretions of hull",,,,834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plitharia,,659,38.250,20.650,,300,800,,7.0,,,,amphoras,,,,,,,,,,,,,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plocice,,660,44.533,14.500,ca,1,500,,,,,,tiles,roof tiles,,,,,,,,,,,,837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ploumanac'h,,661,48.900,-3.450,,200,400,?,10.0,,,,metal,lead ingots,tiles,roof-tiles,stone,sandstone handmill,,,,,,,,838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pointe de la Galère,,664,43.017,6.400,,1,50,ca / ?,15.0,,,,ceramic,rounded tiles,amphoras,Haltern 70 (fragment),ceramic,coarse pottery and cf. Haltern70 amphora,,,,,,,,840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pointe Debie 1,,666,43.267,5.300,,1,100,,28.0,,,,amphoras,"Dr7-11 Beltran2B Dr2-4 Tarraconaise, Pelichet 47 Gaulish, Dr2 Gaulish Dr20",,,,,,,,Possibly from two wrecks: Dr7-11 usually 50-60 AD and Beltran 2B 90-150 AD,,,,841,"J.M. Gassend 1978, 101-107.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pointe Debie 2,,667,43.267,5.300,,225,250,ca,16.0,,,,tiles,roof tiles,,,coins,sestertius of Severus Alexander (225-235),,,,,,,,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pointe Lequin 3,,668,43.017,6.217,,50,70,ca / ?,,,,,amphoras,Dr2-4 Dr7-11 Gaulish,ceramic,Arretine pottery,,,,,,Neronian,,,,848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pomègues 1,,669,43.267,5.300,,200,300,,7.0,,,,amphoras,Almagro 50 and LaubenheimerG4,ceramic,pottery medallion,coins,"sestertius of Antoninus Pius (145-161), middle bronze of Philip I (245-249)",lamps,ballast,,"hull, bronze pulley disc",,,,851,"F. Mayet 1987, 289.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pommeroeul 1,,670,50.450,3.717,,50,150,,,silted,,,,,,,,,,,,planks and rib fragments,,,,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pommeroeul 2,,671,50.450,3.717,,50,150,,,silted,,,,,,,,,,,,extended logboat,,1.0,,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pommeroeul 3,,672,50.450,3.717,,50,150,,,silted,,,,,,,,,,,,"log, timbers, planks",12.0,1.0,,855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pommeroeul 4,,673,50.450,3.717,,50,150,,,silted,,,,,,,,,,,,"barge, timbers, gangplank, cabin",20.0,3.0,,856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pommeroeul 5,,674,50.450,3.717,,150,225,,,silted,,,,,,,,,,,,"barge, planking, timbers",,,,857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pommeroeul 6,,675,50.450,3.717,,0,0,,,,,,ceramic,pottery,,,,,,,,dugout,15.0,,,858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pomonte,,676,42.717,10.083,,-100,100,?,100.0,,,,amphoras,,ceramic,"vases, jugs",,,,,,timber,,,,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pomorje 1,,677,42.550,27.650,,400,600,?,,,,,amphoras,,,,,,,,,,,,,860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pomorje 2,,678,42.550,27.650,,400,600,?,,,,,tiles,,,,,,,,,,,,,861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pomposa,,679,44.633,12.167,,500,1500,?,,silted,,,nothing reported,,,,,,,,,"sewn boat, rigging",50.0,10.0,,862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ponte d'Oro,,680,42.933,10.567,,50,50,ca / ?,,,,,amphoras,Dr2-4 Haltern70 Dr7-11 Camulodonum186 Dr20,,,,,,,,,,,,863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontelagoscuro,,681,44.883,11.617,,300,1100,,,,,,nothing reported,,,,,,,,,planks,,,,864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ponza Porto,,682,40.883,12.950,,1,200,?,11.0,,,,nothing reported,,,,,,,,,timbers,30.0,10.0,remains,868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Populonia,,683,42.983,10.483,,1,200,,,shallow,,,nothing reported,,,,,,,,,floor timber,,,,869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port-la-Nouvelle,,684,42.717,3.600,ca,1,250,ca,,deep,,,amphoras,Dr20,,,,,,,,,,,,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port-Miou,,685,43.200,5.500,,400,425,ca,30.0,,,,amphoras,cylindrical,ceramic,terra sigillata chiara D,ceramic,lamps,"lead seals of commerce, mineral objects, pumice stone, pozzolana, Egyptian blue",,,,,,,873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port-Vendres 1,,700,42.517,3.100,,400,400,ca,6.0,,,,amphoras,"Almagro50 Almagro51C; flat-bottomed amphoras, cylindrical amphoras",coins,68 bronze coins ending 383-392 AD,ceramic,pottery,"lamp, pins, brooch, bone flute, gaming dice, counters, fish hook, fishing weight","bone marlinspike, wooden carpenter's rule, needles",,well-preserved hull,20.0,8.0,,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port-Vendres 2,,701,42.517,3.100,,42,50,ca,7.0,,,,amphoras,Dr20 Haltern70 Dr28 Beltran2A [Pompeii 7],ceramic,red-varnish and fine-wall ware pottery;  terra sigillata vessel,metal,"tin, copper, lead ingots;  tin cup, bronze skillets, plates and pots, 2 strigils","glass bowls, touch stone, lamps, glass, Iltirda bronze coin",3 iron anchors,,"frames of hull, copper nails, lead sheathing, pulley, yard",,,,875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port-Vendres 3,,702,42.517,3.100,,150,150,ca,6.0,,,,amphoras,LaubenheimerG4 pear-shaped,metal,iron blades,ceramic,"terra sigillata, S. Gaulish coarseware","lamp, glass bottles, Luna marble mortar, coins of Hadrian, Faustina the Elder and Younger, bronze vase, African black rhinoceros; traces of iron barrel hoops seem to indicate barrels for some cargo (Marlière 2002, 43).",,,,,,,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port-Vendres 4,,703,42.517,3.100,,-50,25,ca / ?,4.0,,,,amphoras,Pascual1,dolia,,,,,,,,,,,877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port-Vendres 5,,704,42.517,3.100,,-50,25,ca / ?,16.0,,,,amphoras,"Pascual1 Dr2-4; [Oberaden 74, Dr 7/11]",tiles,fragments; roof tiles,lamps,oil lamp,,"[5 gray marble plaques, jug, 2 oil lamps, 2 parts of iron pipes, wood, cylindrical object]",,lead sheathing; Gallia informations says C1 BC,,,,878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Porto Azzurro 1,,686,42.750,10.400,,250,300,ca,,,,,amphoras,Afr2D,ceramic,terra sigillata chiara,,,,,,timbers,,,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
